build,.cvsignore,1.5,1,2,1,0,0,0,"2004-05-28 00:36:40"
build,.cvsignore,1.4,1,4,0,0,0,0,"2004-04-01 19:49:56"
build,.cvsignore,1.3,2,4,0,0,0,0,"2003-07-10 17:43:53"
build,.cvsignore,1.2,1,4,1,0,0,0,"2003-06-07 18:21:18"
build,.cvsignore,1.1,2,21,0,0,0,0,"2002-08-07 06:18:45"
devel-doc,AUTHORS,1.2,3,1,1,0,0,0,"2003-05-13 18:18:05"
devel-doc,AUTHORS,1.1,3,2,0,0,0,0,"2001-02-11 01:27:10"
devel-doc,COPYING,1.2,1,1,1,0,0,0,"2004-02-27 03:50:15"
devel-doc,COPYING,1.1,3,29,0,0,0,0,"2001-02-11 01:27:10"
devel-doc,ChangeLog,1.122,1,6,0,0,0,0,"2005-01-14 16:58:53"
devel-doc,ChangeLog,1.121,1,5,0,0,0,0,"2005-01-14 05:51:23"
devel-doc,ChangeLog,1.120,1,21,0,0,0,0,"2005-01-14 05:44:00"
devel-doc,ChangeLog,1.119,1,6,0,0,0,0,"2004-12-24 09:20:47"
devel-doc,ChangeLog,1.118,1,11,0,0,0,0,"2004-12-23 22:07:16"
devel-doc,ChangeLog,1.117,1,8,0,0,0,0,"2004-12-19 03:01:01"
devel-doc,ChangeLog,1.116,1,5,0,0,0,0,"2004-12-18 07:12:40"
devel-doc,ChangeLog,1.115,1,5,0,0,0,0,"2004-12-17 05:49:33"
devel-doc,ChangeLog,1.114,1,25,0,0,0,0,"2004-12-17 02:05:20"
devel-doc,ChangeLog,1.113,1,7,0,0,0,0,"2004-12-11 17:42:18"
devel-doc,ChangeLog,1.112,1,6,0,0,0,0,"2004-12-11 07:46:49"
devel-doc,ChangeLog,1.111,1,28,0,0,0,0,"2004-12-11 06:02:23"
devel-doc,ChangeLog,1.110,1,5,0,0,0,0,"2004-12-11 05:02:53"
devel-doc,ChangeLog,1.109,1,6,0,0,0,0,"2004-12-11 04:53:43"
devel-doc,ChangeLog,1.108,1,7,0,0,0,0,"2004-12-09 23:27:13"
devel-doc,ChangeLog,1.107,1,15,0,0,0,0,"2004-12-02 05:28:36"
devel-doc,ChangeLog,1.106,1,10,0,0,0,0,"2004-12-02 04:17:39"
devel-doc,ChangeLog,1.105,1,18,0,0,0,0,"2004-11-30 19:51:16"
devel-doc,ChangeLog,1.104,3,5,0,0,0,0,"2004-11-30 18:28:21"
devel-doc,ChangeLog,1.103,1,6,0,0,0,0,"2004-11-30 05:27:53"
devel-doc,ChangeLog,1.102,1,5,0,0,0,0,"2004-11-30 05:16:08"
devel-doc,ChangeLog,1.101,3,7,0,0,0,0,"2004-11-23 05:02:07"
devel-doc,ChangeLog,1.100,1,8,0,0,0,0,"2004-11-19 06:53:05"
devel-doc,ChangeLog,1.99,1,29,0,0,0,0,"2004-11-15 20:16:36"
devel-doc,ChangeLog,1.98,1,5,0,0,0,0,"2004-11-15 19:58:39"
devel-doc,ChangeLog,1.97,1,5,0,0,0,0,"2004-11-15 19:32:43"
devel-doc,ChangeLog,1.96,1,14,0,0,0,0,"2004-11-15 19:31:40"
devel-doc,ChangeLog,1.95,3,5,0,0,0,0,"2004-11-08 08:53:24"
devel-doc,ChangeLog,1.94,3,5,0,0,0,0,"2004-11-08 06:28:38"
devel-doc,ChangeLog,1.93,3,5,0,0,0,0,"2004-11-08 06:06:44"
devel-doc,ChangeLog,1.92,3,6,0,0,0,0,"2004-11-08 06:01:51"
devel-doc,ChangeLog,1.91,1,7,0,0,0,0,"2004-10-20 06:17:55"
devel-doc,ChangeLog,1.90,1,12,0,0,0,0,"2004-10-17 23:34:34"
devel-doc,ChangeLog,1.89,1,5,0,0,0,0,"2004-10-09 22:49:07"
devel-doc,ChangeLog,1.88,1,5,0,0,0,0,"2004-10-09 22:38:28"
devel-doc,ChangeLog,1.87,3,7,0,0,0,0,"2004-09-22 16:51:30"
devel-doc,ChangeLog,1.86,3,10,0,0,0,0,"2004-09-22 07:01:10"
devel-doc,ChangeLog,1.85,1,6,0,0,0,0,"2004-09-18 05:04:17"
devel-doc,ChangeLog,1.84,1,7,0,0,0,0,"2004-09-17 01:16:05"
devel-doc,ChangeLog,1.83,1,5,0,0,0,0,"2004-08-23 00:42:06"
devel-doc,ChangeLog,1.82,3,6,0,0,0,0,"2004-08-22 23:45:31"
devel-doc,ChangeLog,1.81,1,7,0,0,0,0,"2004-08-13 04:40:17"
devel-doc,ChangeLog,1.80,1,10,0,0,0,0,"2004-08-10 17:45:40"
devel-doc,ChangeLog,1.79,1,16,0,0,0,0,"2004-08-10 07:39:55"
devel-doc,ChangeLog,1.78,1,5,0,0,0,0,"2004-08-04 18:38:53"
devel-doc,ChangeLog,1.77,1,4,0,0,0,0,"2004-08-04 18:19:28"
devel-doc,ChangeLog,1.76,1,24,0,0,0,0,"2004-07-29 00:23:31"
devel-doc,ChangeLog,1.75,3,6,0,0,0,0,"2004-07-22 19:42:06"
devel-doc,ChangeLog,1.74,1,21,0,0,0,0,"2004-07-09 18:48:35"
devel-doc,ChangeLog,1.73,1,17,0,0,0,0,"2004-07-07 07:32:47"
devel-doc,ChangeLog,1.72,1,14,0,0,0,0,"2004-06-19 19:56:44"
devel-doc,ChangeLog,1.71,1,10,1,0,0,0,"2004-06-18 00:30:32"
devel-doc,ChangeLog,1.70,1,6,0,0,0,0,"2004-06-17 23:53:41"
devel-doc,ChangeLog,1.69,1,6,0,0,0,0,"2004-06-17 20:46:09"
devel-doc,ChangeLog,1.68,1,12,0,0,0,0,"2004-06-17 20:30:47"
devel-doc,ChangeLog,1.67,1,5,0,0,0,0,"2004-06-14 06:58:32"
devel-doc,ChangeLog,1.66,1,21,0,0,0,0,"2004-06-14 06:43:33"
devel-doc,ChangeLog,1.65,1,47,0,0,0,0,"2004-06-08 09:30:53"
devel-doc,ChangeLog,1.64,1,6,0,0,0,0,"2004-06-03 07:46:23"
devel-doc,ChangeLog,1.63,1,6,1,0,0,0,"2004-06-03 07:29:17"
devel-doc,ChangeLog,1.62,1,11,0,0,0,0,"2004-06-03 06:55:23"
devel-doc,ChangeLog,1.61,1,10,0,0,0,0,"2004-05-28 06:41:34"
devel-doc,ChangeLog,1.60,1,5,2,0,0,0,"2004-05-28 06:02:22"
devel-doc,ChangeLog,1.59,1,10,0,0,0,0,"2004-05-28 02:58:14"
devel-doc,ChangeLog,1.58,1,5,0,0,0,0,"2004-05-28 01:26:38"
devel-doc,ChangeLog,1.57,1,7,0,0,0,0,"2004-05-27 23:30:55"
devel-doc,ChangeLog,1.56,1,12,0,0,0,0,"2004-05-26 08:59:23"
devel-doc,ChangeLog,1.55,1,6,0,0,0,0,"2004-05-26 08:11:10"
devel-doc,ChangeLog,1.54,1,26,1,0,0,0,"2004-05-26 08:01:41"
devel-doc,ChangeLog,1.53,1,1,1,0,0,0,"2004-05-26 05:53:31"
devel-doc,ChangeLog,1.52,1,8,0,0,0,0,"2004-05-26 05:52:53"
devel-doc,ChangeLog,1.51,1,5,0,0,0,0,"2004-05-26 03:35:27"
devel-doc,ChangeLog,1.50,1,8,0,0,0,0,"2004-05-26 03:13:06"
devel-doc,ChangeLog,1.49,3,10,0,0,0,0,"2004-05-23 06:01:51"
devel-doc,ChangeLog,1.48,1,13,0,0,0,0,"2004-05-21 06:10:34"
devel-doc,ChangeLog,1.47,1,6,0,0,0,0,"2004-05-21 05:21:13"
devel-doc,ChangeLog,1.46,3,8,0,0,0,0,"2004-05-20 09:37:37"
devel-doc,ChangeLog,1.45,3,9,0,0,0,0,"2004-05-18 06:26:03"
devel-doc,ChangeLog,1.44,3,6,0,0,0,0,"2004-05-13 22:17:20"
devel-doc,ChangeLog,1.43,3,13,0,0,0,0,"2004-05-13 21:16:52"
devel-doc,ChangeLog,1.42,1,7,0,0,0,0,"2004-04-23 16:48:11"
devel-doc,ChangeLog,1.41,1,8,0,0,0,0,"2004-04-19 03:13:39"
devel-doc,ChangeLog,1.40,1,30,0,0,0,0,"2004-04-16 21:41:52"
devel-doc,ChangeLog,1.39,3,5,0,0,0,0,"2004-04-16 18:19:08"
devel-doc,ChangeLog,1.38,3,7,0,0,0,0,"2004-04-16 18:09:26"
devel-doc,ChangeLog,1.37,3,9,0,0,0,0,"2004-04-16 09:34:30"
devel-doc,ChangeLog,1.36,3,5,0,0,0,0,"2004-04-16 08:24:58"
devel-doc,ChangeLog,1.35,3,8,0,0,0,0,"2004-04-16 07:46:02"
devel-doc,ChangeLog,1.34,1,5,0,0,0,0,"2004-04-16 06:06:01"
devel-doc,ChangeLog,1.33,1,10,0,0,0,0,"2004-04-16 06:02:07"
devel-doc,ChangeLog,1.32,1,39,0,0,0,0,"2004-04-16 05:26:44"
devel-doc,ChangeLog,1.31,3,5,0,0,0,0,"2004-04-16 03:37:12"
devel-doc,ChangeLog,1.30,3,9,0,0,0,0,"2004-04-15 05:37:36"
devel-doc,ChangeLog,1.29,3,5,0,0,0,0,"2004-04-11 09:33:25"
devel-doc,ChangeLog,1.28,1,9,0,0,0,0,"2004-04-11 07:02:11"
devel-doc,ChangeLog,1.27,1,5,0,0,0,0,"2004-04-11 06:43:19"
devel-doc,ChangeLog,1.26,1,6,0,0,0,0,"2004-04-11 06:27:11"
devel-doc,ChangeLog,1.25,1,9,0,0,0,0,"2004-04-11 06:20:34"
devel-doc,ChangeLog,1.24,1,29,0,0,0,0,"2004-04-11 06:06:51"
devel-doc,ChangeLog,1.23,1,16,0,0,0,0,"2004-04-11 02:30:21"
devel-doc,ChangeLog,1.22,1,5,0,0,0,0,"2004-04-02 07:18:59"
devel-doc,ChangeLog,1.21,1,8,0,0,0,0,"2004-04-02 07:06:17"
devel-doc,ChangeLog,1.20,1,6,0,0,0,0,"2004-04-01 22:06:01"
devel-doc,ChangeLog,1.19,1,21,0,0,0,0,"2004-04-01 19:49:56"
devel-doc,ChangeLog,1.18,1,5,0,0,0,0,"2004-04-01 19:47:39"
devel-doc,ChangeLog,1.17,1,10,0,0,0,0,"2004-04-01 15:48:23"
devel-doc,ChangeLog,1.16,1,6,0,0,0,0,"2004-03-03 03:09:54"
devel-doc,ChangeLog,1.15,1,7,0,0,0,0,"2004-02-27 05:53:11"
devel-doc,ChangeLog,1.14,1,5,0,0,0,0,"2004-02-27 04:13:08"
devel-doc,ChangeLog,1.13,1,12,0,0,0,0,"2004-02-27 04:10:25"
devel-doc,ChangeLog,1.12,1,8,0,0,0,0,"2004-02-27 03:50:15"
devel-doc,ChangeLog,1.11,1,14,0,0,0,0,"2004-02-27 03:19:59"
devel-doc,ChangeLog,1.10,1,16,0,0,0,0,"2004-02-16 07:41:40"
devel-doc,ChangeLog,1.9,1,18,0,0,0,0,"2004-02-16 00:15:04"
devel-doc,ChangeLog,1.8,1,5,0,0,0,0,"2004-01-17 15:32:15"
devel-doc,ChangeLog,1.7,1,9,0,0,0,0,"2003-12-14 07:45:01"
devel-doc,ChangeLog,1.6,1,16,9,0,0,0,"2003-10-25 19:00:33"
devel-doc,ChangeLog,1.5,1,23,0,0,0,0,"2003-10-25 18:37:08"
devel-doc,ChangeLog,1.4,3,1,0,0,0,0,"2003-05-13 18:18:05"
devel-doc,ChangeLog,1.3,3,2,9,0,0,0,"2001-10-21 05:59:22"
devel-doc,ChangeLog,1.2,3,8,0,0,0,0,"2001-02-18 04:03:23"
devel-doc,ChangeLog,1.1,3,1,0,0,0,0,"2001-02-11 01:27:10"
devel-doc,INSTALL,1.1,3,182,0,0,0,0,"2001-02-11 01:27:10"
unknown,MakeOut,1.2,1,0,0,1,0,0,"2001-03-10 11:10:55"
unknown,MakeOut,1.1,1,0,0,1,0,0,"1999-01-13 06:22:12"
build,Makefile,1.11,3,0,0,1,0,0,"2001-03-22 00:49:08"
build,Makefile,1.10,3,3,3,1,0,0,"2001-03-10 05:43:35"
build,Makefile,1.9,3,59,27,1,0,0,"2001-02-28 09:40:05"
build,Makefile,1.8,1,0,0,1,0,0,"2001-02-20 04:21:47"
build,Makefile,1.7,1,1,1,1,0,0,"2001-02-20 04:20:27"
build,Makefile,1.6,3,1,1,1,0,0,"2001-02-18 04:03:23"
build,Makefile,1.5,3,478,120,1,0,0,"2001-02-11 01:23:38"
build,Makefile,1.4,1,2,2,1,0,0,"1999-01-25 07:00:54"
build,Makefile,1.3,1,2,2,1,0,0,"1999-01-20 05:24:02"
build,Makefile,1.2,1,4,1,1,0,0,"1999-01-13 08:55:20"
build,Makefile,1.1,1,4,1,1,0,0,"1999-01-13 06:22:12"
build,Makefile.am,1.64,1,1,0,0,0,0,"2004-12-19 03:01:01"
build,Makefile.am,1.63,1,14,5,0,0,0,"2004-12-11 06:02:23"
build,Makefile.am,1.62,1,2,2,0,0,0,"2004-12-02 05:28:36"
build,Makefile.am,1.61,3,3,4,0,0,0,"2004-09-22 07:01:10"
build,Makefile.am,1.60,1,3,0,0,0,0,"2004-08-13 04:40:17"
build,Makefile.am,1.59,1,2,2,0,0,0,"2004-08-10 07:39:55"
build,Makefile.am,1.58,3,1,1,0,0,0,"2004-06-23 09:00:45"
build,Makefile.am,1.57,1,13,2,0,0,0,"2004-06-18 00:30:32"
build,Makefile.am,1.56,1,11,2,0,0,0,"2004-05-28 06:41:34"
build,Makefile.am,1.55,1,3,9,0,0,0,"2004-05-26 08:01:41"
build,Makefile.am,1.54,1,10,9,0,0,0,"2004-05-26 05:52:53"
build,Makefile.am,1.53,3,3,3,0,0,0,"2004-05-23 06:01:51"
build,Makefile.am,1.52,3,1,1,0,0,0,"2004-05-18 06:26:03"
build,Makefile.am,1.51,1,13,2,0,0,0,"2004-04-01 19:49:56"
build,Makefile.am,1.50,1,12,12,0,0,0,"2004-02-27 05:53:11"
build,Makefile.am,1.49,1,1,1,0,0,0,"2004-02-27 05:12:24"
build,Makefile.am,1.48,3,1,1,0,0,0,"2004-02-27 05:05:18"
build,Makefile.am,1.47,1,7,4,0,0,0,"2004-02-27 04:49:07"
build,Makefile.am,1.46,1,3,1,0,0,0,"2004-02-27 04:44:39"
build,Makefile.am,1.45,1,2,2,0,0,0,"2004-02-27 03:50:15"
build,Makefile.am,1.44,1,13,6,0,0,0,"2004-02-27 03:19:59"
